T,Alt,Veloc,AccelG,AccelFPSS,VAccel,AltAccel,Filt_Alt,FVeloc,FAccelG,FAccelFPSS,FAccelVel,FAccelAlt,LDA,MaxV,MaxA,BO#1,LowV,Apogee,N-O,CH2,CH5
50.3,4174,20,0,0,0,0,4225.64,-129.11,0,0,0,0,0,0,0,0,0,0,0,0,0
50.4,4167,-70,0,0,0,0,4213.91,-117.29,0,0,0,0,0,0,0,0,0,0,0,0,0
50.5,4163,-40,0,0,0,0,4203.73,-101.83,0,0,0,0,0,0,0,0,0,0,0,0,0
50.6,4146,-170,0,0,0,0,4192.19,-115.46,0,0,0,0,0,0,0,0,0,0,0,0,0
50.7,4167,210,0,0,0,0,4187.15,-50.37,0,0,0,0,0,0,0,0,0,0,0,0,0
50.8,4123,-440,0,0,0,0,4174.32,-128.3,0,0,0,0,0,0,0,0,0,0,0,0,0
50.9,4135,120,0,0,0,0,4166.45,-78.64,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4164,290,0,0,0,0,4165.96,-4.91,0,0,0,0,0,0,0,0,0,0,0,0,0
51.1,4147,-170,0,0,0,0,4162.17,-37.93,0,0,0,0,0,0,0,0,0,0,0,0,0
51.2,4138,-90,0,0,0,0,4157.34,-48.34,0,0,0,0,0,0,0,0,0,0,0,0,0
51.3,4133,-50,0,0,0,0,4152.47,-48.67,0,0,0,0,0,0,0,0,0,0,0,0,0
51.4,4124,-90,0,0,0,0,4146.78,-56.94,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5,4105,-190,0,0,0,0,4138.42,-83.55,0,0,0,0,0,0,0,0,0,0,0,0,0
51.6,4101,-40,0,0,0,0,4130.94,-74.84,0,0,0,0,0,0,0,0,0,0,0,0,0
51.7,4061,-400,0,0,0,0,4116.95,-139.87,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,4058,-30,0,0,0,0,4105.16,-117.9,0,0,0,0,0,0,0,0,0,0,0,0,0
51.9,4031,-270,0,0,0,0,4090.33,-148.32,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4025,-60,0,0,0,0,4077.26,-130.65,0,0,0,0,0,0,0,0,0,0,0,0,0
52.1,4024,-10,0,0,0,0,4066.61,-106.52,0,0,0,0,0,0,0,0,0,0,0,0,0
52.2,4018,-60,0,0,0,0,4056.89,-97.22,0,0,0,0,0,0,0,0,0,0,0,0,0
52.3,3996,-220,0,0,0,0,4044.71,-121.77,0,0,0,0,0,0,0,0,0,0,0,0,0
52.4,4018,220,0,0,0,0,4039.37,-53.42,0,0,0,0,0,0,0,0,0,0,0,0,0
52.5,3989,-290,0,0,0,0,4029.29,-100.74,0,0,0,0,0,0,0,0,0,0,0,0,0
52.6,3967,-220,0,0,0,0,4016.84,-124.59,0,0,0,0,0,0,0,0,0,0,0,0,0
52.7,3943,-240,0,0,0,0,4002.07,-147.67,0,0,0,0,0,0,0,0,0,0,0,0,0
52.8,3931,-120,0,0,0,0,3987.85,-142.14,0,0,0,0,0,0,0,0,0,0,0,0,0
52.9,3923,-80,0,0,0,0,3974.88,-129.71,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3922,-10,0,0,0,0,3964.31,-105.77,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1,3922,0,0,0,0,0,3955.85,-84.61,0,0,0,0,0,0,0,0,0,0,0,0,0
53.2,3920,-20,0,0,0,0,3948.68,-71.69,0,0,0,0,0,0,0,0,0,0,0,0,0
53.3,3922,20,0,0,0,0,3943.34,-53.35,0,0,0,0,0,0,0,0,0,0,0,0,0
53.4,3860,-620,0,0,0,0,3926.67,-166.68,0,0,0,0,0,0,0,0,0,0,0,0,0
53.5,3860,0,0,0,0,0,3913.34,-133.35,0,0,0,0,0,0,0,0,0,0,0,0,0
53.6,3855,-50,0,0,0,0,3901.67,-116.68,0,0,0,0,0,0,0,0,0,0,0,0,0
53.7,3858,30,0,0,0,0,3892.94,-87.34,0,0,0,0,0,0,0,0,0,0,0,0,0
53.8,3864,60,0,0,0,0,3887.15,-57.87,0,0,0,0,0,0,0,0,0,0,0,0,0
53.9,3850,-140,0,0,0,0,3879.72,-74.3,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3871,210,0,0,0,0,3877.98,-17.44,0,0,0,0,0,0,0,0,0,0,0,0,0
54.1,3824,-470,0,0,0,0,3867.18,-107.95,0,0,0,0,0,0,0,0,0,0,0,0,0
54.2,3849,250,0,0,0,0,3863.54,-36.36,0,0,0,0,0,0,0,0,0,0,0,0,0
54.3,3819,-300,0,0,0,0,3854.64,-89.09,0,0,0,0,0,0,0,0,0,0,0,0,0
54.4,3792,-270,0,0,0,0,3842.11,-125.27,0,0,0,0,0,0,0,0,0,0,0,0,0
54.5,3784,-80,0,0,0,0,3830.49,-116.22,0,0,0,0,0,0,0,0,0,0,0,0,0
54.6,3790,60,0,0,0,0,3822.39,-80.97,0,0,0,0,0,0,0,0,0,0,0,0,0
54.7,3807,170,0,0,0,0,3819.31,-30.78,0,0,0,0,0,0,0,0,0,0,0,0,0
54.8,3748,-590,0,0,0,0,3805.05,-142.62,0,0,0,0,0,0,0,0,0,0,0,0,0
54.9,3757,90,0,0,0,0,3795.44,-96.1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3760,30,0,0,0,0,3788.35,-70.88,0,0,0,0,0,0,0,0,0,0,0,0,0
55.1,3750,-100,0,0,0,0,3780.68,-76.7,0,0,0,0,0,0,0,0,0,0,0,0,0
55.2,3748,-20,0,0,0,0,3774.15,-65.36,0,0,0,0,0,0,0,0,0,0,0,0,0
55.3,3737,-110,0,0,0,0,3766.72,-74.29,0,0,0,0,0,0,0,0,0,0,0,0,0
55.4,3728,-90,0,0,0,0,3758.97,-77.43,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,3717,-110,0,0,0,0,3750.58,-83.95,0,0,0,0,0,0,0,0,0,0,0,0,0
55.6,3707,-100,0,0,0,0,3741.86,-87.16,0,0,0,0,0,0,0,0,0,0,0,0,0
55.7,3642,-650,0,0,0,0,3721.89,-199.73,0,0,0,0,0,0,0,0,0,0,0,0,0
55.8,3642,0,0,0,0,0,3705.91,-159.78,0,0,0,0,0,0,0,0,0,0,0,0,0
55.9,3642,0,0,0,0,0,3693.13,-127.82,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3641,-10,0,0,0,0,3682.7,-104.26,0,0,0,0,0,0,0,0,0,0,0,0,0
56.1,3642,10,0,0,0,0,3674.56,-81.41,0,0,0,0,0,0,0,0,0,0,0,0,0
56.2,3644,20,0,0,0,0,3668.45,-61.13,0,0,0,0,0,0,0,0,0,0,0,0,0
56.3,3643,-10,0,0,0,0,3663.36,-50.9,0,0,0,0,0,0,0,0,0,0,0,0,0
56.4,3634,-90,0,0,0,0,3657.49,-58.72,0,0,0,0,0,0,0,0,0,0,0,0,0
56.5,3634,0,0,0,0,0,3652.79,-46.98,0,0,0,0,0,0,0,0,0,0,0,0,0
56.6,3622,-120,0,0,0,0,3646.63,-61.58,0,0,0,0,0,0,0,0,0,0,0,0,0
56.7,3614,-80,0,0,0,0,3640.11,-65.26,0,0,0,0,0,0,0,0,0,0,0,0,0
56.8,3600,-140,0,0,0,0,3632.08,-80.21,0,0,0,0,0,0,0,0,0,0,0,0,0
56.9,3532,-680,0,0,0,0,3612.07,-200.17,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3585,530,0,0,0,0,3606.65,-54.14,0,0,0,0,0,0,0,0,0,0,0,0,0
57.1,3559,-260,0,0,0,0,3597.12,-95.31,0,0,0,0,0,0,0,0,0,0,0,0,0
57.2,3533,-260,0,0,0,0,3584.3,-128.25,0,0,0,0,0,0,0,0,0,0,0,0,0
57.3,3559,260,0,0,0,0,3579.24,-50.6,0,0,0,0,0,0,0,0,0,0,0,0,0
57.4,3562,30,0,0,0,0,3575.79,-34.48,0,0,0,0,0,0,0,0,0,0,0,0,0
57.5,3544,-180,0,0,0,0,3569.43,-63.58,0,0,0,0,0,0,0,0,0,0,0,0,0
57.6,3562,180,0,0,0,0,3567.95,-14.87,0,0,0,0,0,0,0,0,0,0,0,0,0
57.7,3551,-110,0,0,0,0,3564.56,-33.89,0,0,0,0,0,0,0,0,0,0,0,0,0
57.8,3518,-330,0,0,0,0,3555.25,-93.12,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9,3507,-110,0,0,0,0,3545.6,-96.49,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3492,-150,0,0,0,0,3534.88,-107.19,0,0,0,0,0,0,0,0,0,0,0,0,0
58.1,3438,-540,0,0,0,0,3515.5,-193.75,0,0,0,0,0,0,0,0,0,0,0,0,0
58.2,3467,290,0,0,0,0,3505.8,-97,0,0,0,0,0,0,0,0,0,0,0,0,0
58.3,3456,-110,0,0,0,0,3495.84,-99.6,0,0,0,0,0,0,0,0,0,0,0,0,0
58.4,3452,-40,0,0,0,0,3487.07,-87.68,0,0,0,0,0,0,0,0,0,0,0,0,0
58.5,3404,-480,0,0,0,0,3470.46,-166.15,0,0,0,0,0,0,0,0,0,0,0,0,0
58.6,3412,80,0,0,0,0,3458.77,-116.92,0,0,0,0,0,0,0,0,0,0,0,0,0
58.7,3420,80,0,0,0,0,3451.01,-77.53,0,0,0,0,0,0,0,0,0,0,0,0,0
58.8,3374,-460,0,0,0,0,3435.61,-154.03,0,0,0,0,0,0,0,0,0,0,0,0,0
58.9,3388,140,0,0,0,0,3426.09,-95.22,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3343,-450,0,0,0,0,3409.47,-166.18,0,0,0,0,0,0,0,0,0,0,0,0,0
59.1,3358,150,0,0,0,0,3399.18,-102.94,0,0,0,0,0,0,0,0,0,0,0,0,0
59.2,3371,130,0,0,0,0,3393.54,-56.35,0,0,0,0,0,0,0,0,0,0,0,0,0
59.3,3323,-480,0,0,0,0,3379.43,-141.08,0,0,0,0,0,0,0,0,0,0,0,0,0
59.4,3327,40,0,0,0,0,3368.95,-104.87,0,0,0,0,0,0,0,0,0,0,0,0,0
59.5,3319,-80,0,0,0,0,3358.96,-99.89,0,0,0,0,0,0,0,0,0,0,0,0,0
59.6,3313,-60,0,0,0,0,3349.77,-91.91,0,0,0,0,0,0,0,0,0,0,0,0,0
59.7,3305,-80,0,0,0,0,3340.81,-89.53,0,0,0,0,0,0,0,0,0,0,0,0,0
59.8,3310,50,0,0,0,0,3334.65,-61.63,0,0,0,0,0,0,0,0,0,0,0,0,0
59.9,3327,170,0,0,0,0,3333.12,-15.3,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3265,-620,0,0,0,0,3319.5,-136.24,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,3259,-60,0,0,0,0,3307.4,-120.99,0,0,0,0,0,0,0,0,0,0,0,0,0
60.2,3261,20,0,0,0,0,3298.12,-92.79,0,0,0,0,0,0,0,0,0,0,0,0,0
60.3,3259,-20,0,0,0,0,3290.29,-78.23,0,0,0,0,0,0,0,0,0,0,0,0,0
60.4,3262,30,0,0,0,0,3284.64,-56.59,0,0,0,0,0,0,0,0,0,0,0,0,0
60.5,3212,-500,0,0,0,0,3270.11,-145.27,0,0,0,0,0,0,0,0,0,0,0,0,0
60.6,3213,10,0,0,0,0,3258.69,-114.22,0,0,0,0,0,0,0,0,0,0,0,0,0
60.7,3225,120,0,0,0,0,3251.95,-67.37,0,0,0,0,0,0,0,0,0,0,0,0,0
60.8,3272,470,0,0,0,0,3255.96,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0
60.9,3227,-450,0,0,0,0,3250.17,-57.92,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3225,-20,0,0,0,0,3245.13,-50.33,0,0,0,0,0,0,0,0,0,0,0,0,0
61.1,3223,-20,0,0,0,0,3240.71,-44.27,0,0,0,0,0,0,0,0,0,0,0,0,0
61.2,3213,-100,0,0,0,0,3235.17,-55.42,0,0,0,0,0,0,0,0,0,0,0,0,0
61.3,3159,-540,0,0,0,0,3219.93,-152.33,0,0,0,0,0,0,0,0,0,0,0,0,0
61.4,3186,270,0,0,0,0,3213.15,-67.87,0,0,0,0,0,0,0,0,0,0,0,0,0
61.5,3144,-420,0,0,0,0,3199.32,-138.29,0,0,0,0,0,0,0,0,0,0,0,0,0
61.6,3157,130,0,0,0,0,3190.85,-84.63,0,0,0,0,0,0,0,0,0,0,0,0,0
61.7,3108,-490,0,0,0,0,3174.28,-165.71,0,0,0,0,0,0,0,0,0,0,0,0,0
61.8,3133,250,0,0,0,0,3166.03,-82.57,0,0,0,0,0,0,0,0,0,0,0,0,0
61.9,3090,-430,0,0,0,0,3150.82,-152.05,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3118,280,0,0,0,0,3144.26,-65.64,0,0,0,0,0,0,0,0,0,0,0,0,0
62.1,3085,-330,0,0,0,0,3132.41,-118.51,0,0,0,0,0,0,0,0,0,0,0,0,0
62.2,3070,-150,0,0,0,0,3119.92,-124.81,0,0,0,0,0,0,0,0,0,0,0,0,0
62.3,3064,-60,0,0,0,0,3108.74,-111.85,0,0,0,0,0,0,0,0,0,0,0,0,0
62.4,3066,20,0,0,0,0,3100.19,-85.48,0,0,0,0,0,0,0,0,0,0,0,0,0
62.5,3071,50,0,0,0,0,3094.35,-58.38,0,0,0,0,0,0,0,0,0,0,0,0,0
62.6,3020,-510,0,0,0,0,3079.48,-148.71,0,0,0,0,0,0,0,0,0,0,0,0,0
62.7,3034,140,0,0,0,0,3070.39,-90.96,0,0,0,0,0,0,0,0,0,0,0,0,0
62.8,2987,-470,0,0,0,0,3053.71,-166.77,0,0,0,0,0,0,0,0,0,0,0,0,0
62.9,2998,110,0,0,0,0,3042.57,-111.42,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3011,130,0,0,0,0,3036.25,-63.13,0,0,0,0,0,0,0,0,0,0,0,0,0
63.1,2961,-500,0,0,0,0,3021.2,-150.51,0,0,0,0,0,0,0,0,0,0,0,0,0
63.2,2972,110,0,0,0,0,3011.36,-98.41,0,0,0,0,0,0,0,0,0,0,0,0,0
63.3,2981,90,0,0,0,0,3005.29,-60.73,0,0,0,0,0,0,0,0,0,0,0,0,0
63.4,2933,-480,0,0,0,0,2990.83,-144.58,0,0,0,0,0,0,0,0,0,0,0,0,0
63.5,2939,60,0,0,0,0,2980.47,-103.66,0,0,0,0,0,0,0,0,0,0,0,0,0
63.6,2942,30,0,0,0,0,2972.77,-76.93,0,0,0,0,0,0,0,0,0,0,0,0,0
63.7,2950,80,0,0,0,0,2968.22,-45.54,0,0,0,0,0,0,0,0,0,0,0,0,0
63.8,2930,-200,0,0,0,0,2960.57,-76.44,0,0,0,0,0,0,0,0,0,0,0,0,0
63.9,2916,-140,0,0,0,0,2951.66,-89.15,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2909,-70,0,0,0,0,2943.13,-85.32,0,0,0,0,0,0,0,0,0,0,0,0,0
64.1,2905,-40,0,0,0,0,2935.5,-76.25,0,0,0,0,0,0,0,0,0,0,0,0,0
64.2,2912,70,0,0,0,0,2930.8,-47,0,0,0,0,0,0,0,0,0,0,0,0,0
64.3,2927,150,0,0,0,0,2930.04,-7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
64.4,2873,-540,0,0,0,0,2918.63,-114.08,0,0,0,0,0,0,0,0,0,0,0,0,0
64.5,2895,220,0,0,0,0,2913.91,-47.27,0,0,0,0,0,0,0,0,0,0,0,0,0
64.6,2866,-290,0,0,0,0,2904.33,-95.81,0,0,0,0,0,0,0,0,0,0,0,0,0
64.7,2850,-160,0,0,0,0,2893.46,-108.65,0,0,0,0,0,0,0,0,0,0,0,0,0
64.8,2843,-70,0,0,0,0,2883.37,-100.92,0,0,0,0,0,0,0,0,0,0,0,0,0
64.9,2836,-70,0,0,0,0,2873.89,-94.74,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2834,-20,0,0,0,0,2865.92,-79.79,0,0,0,0,0,0,0,0,0,0,0,0,0
65.1,2834,0,0,0,0,0,2859.53,-63.83,0,0,0,0,0,0,0,0,0,0,0,0,0
65.2,2778,-560,0,0,0,0,2843.23,-163.06,0,0,0,0,0,0,0,0,0,0,0,0,0
65.3,2817,390,0,0,0,0,2837.98,-52.45,0,0,0,0,0,0,0,0,0,0,0,0,0
65.4,2793,-240,0,0,0,0,2828.98,-89.96,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,2751,-420,0,0,0,0,2813.39,-155.97,0,0,0,0,0,0,0,0,0,0,0,0,0
65.6,2781,300,0,0,0,0,2806.91,-64.78,0,0,0,0,0,0,0,0,0,0,0,0,0
65.7,2766,-150,0,0,0,0,2798.73,-81.82,0,0,0,0,0,0,0,0,0,0,0,0,0
65.8,2760,-60,0,0,0,0,2790.98,-77.46,0,0,0,0,0,0,0,0,0,0,0,0,0
65.9,2760,0,0,0,0,0,2784.79,-61.97,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2705,-550,0,0,0,0,2768.83,-159.57,0,0,0,0,0,0,0,0,0,0,0,0,0
66.1,2759,540,0,0,0,0,2766.86,-19.66,0,0,0,0,0,0,0,0,0,0,0,0,0
66.2,2726,-330,0,0,0,0,2758.69,-81.73,0,0,0,0,0,0,0,0,0,0,0,0,0
66.3,2686,-400,0,0,0,0,2744.15,-145.38,0,0,0,0,0,0,0,0,0,0,0,0,0
66.4,2660,-260,0,0,0,0,2727.32,-168.31,0,0,0,0,0,0,0,0,0,0,0,0,0
66.5,2646,-140,0,0,0,0,2711.06,-162.64,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6,2639,-70,0,0,0,0,2696.65,-144.11,0,0,0,0,0,0,0,0,0,0,0,0,0
66.7,2638,-10,0,0,0,0,2684.92,-117.29,0,0,0,0,0,0,0,0,0,0,0,0,0
66.8,2647,90,0,0,0,0,2677.33,-75.83,0,0,0,0,0,0,0,0,0,0,0,0,0
66.9,2640,-70,0,0,0,0,2669.87,-74.67,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2616,-240,0,0,0,0,2659.09,-107.73,0,0,0,0,0,0,0,0,0,0,0,0,0
67.1,2641,250,0,0,0,0,2655.47,-36.19,0,0,0,0,0,0,0,0,0,0,0,0,0
67.2,2607,-340,0,0,0,0,2645.78,-96.95,0,0,0,0,0,0,0,0,0,0,0,0,0
67.3,2579,-280,0,0,0,0,2632.42,-133.56,0,0,0,0,0,0,0,0,0,0,0,0,0
67.4,2557,-220,0,0,0,0,2617.34,-150.85,0,0,0,0,0,0,0,0,0,0,0,0,0
67.5,2547,-100,0,0,0,0,2603.27,-140.68,0,0,0,0,0,0,0,0,0,0,0,0,0
67.6,2546,-10,0,0,0,0,2591.82,-114.54,0,0,0,0,0,0,0,0,0,0,0,0,0
67.7,2547,10,0,0,0,0,2582.85,-89.63,0,0,0,0,0,0,0,0,0,0,0,0,0
67.8,2557,100,0,0,0,0,2577.68,-51.71,0,0,0,0,0,0,0,0,0,0,0,0,0
67.9,2564,70,0,0,0,0,2574.95,-27.37,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2568,40,0,0,0,0,2573.56,-13.89,0,0,0,0,0,0,0,0,0,0,0,0,0
68.1,2509,-590,0,0,0,0,2560.65,-129.11,0,0,0,0,0,0,0,0,0,0,0,0,0
68.2,2511,20,0,0,0,0,2550.72,-99.29,0,0,0,0,0,0,0,0,0,0,0,0,0
68.3,2507,-40,0,0,0,0,2541.97,-87.43,0,0,0,0,0,0,0,0,0,0,0,0,0
68.4,2511,40,0,0,0,0,2535.78,-61.95,0,0,0,0,0,0,0,0,0,0,0,0,0
68.5,2454,-570,0,0,0,0,2519.42,-163.56,0,0,0,0,0,0,0,0,0,0,0,0,0
68.6,2457,30,0,0,0,0,2506.94,-124.85,0,0,0,0,0,0,0,0,0,0,0,0,0
68.7,2462,50,0,0,0,0,2497.95,-89.88,0,0,0,0,0,0,0,0,0,0,0,0,0
68.8,2471,90,0,0,0,0,2492.56,-53.9,0,0,0,0,0,0,0,0,0,0,0,0,0
68.9,2476,50,0,0,0,0,2489.25,-33.12,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2472,-40,0,0,0,0,2485.8,-34.5,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,2451,-210,0,0,0,0,2478.84,-69.6,0,0,0,0,0,0,0,0,0,0,0,0,0
69.2,2455,40,0,0,0,0,2474.07,-47.68,0,0,0,0,0,0,0,0,0,0,0,0,0
69.3,2444,-110,0,0,0,0,2468.06,-60.14,0,0,0,0,0,0,0,0,0,0,0,0,0
69.4,2446,20,0,0,0,0,2463.65,-44.11,0,0,0,0,0,0,0,0,0,0,0,0,0
69.5,2381,-650,0,0,0,0,2447.12,-165.29,0,0,0,0,0,0,0,0,0,0,0,0,0
69.6,2375,-60,0,0,0,0,2432.69,-144.23,0,0,0,0,0,0,0,0,0,0,0,0,0
69.7,2341,-340,0,0,0,0,2414.35,-183.39,0,0,0,0,0,0,0,0,0,0,0,0,0
69.8,2378,370,0,0,0,0,2407.08,-72.71,0,0,0,0,0,0,0,0,0,0,0,0,0
69.9,2378,0,0,0,0,0,2401.27,-58.17,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2335,-430,0,0,0,0,2388.01,-132.53,0,0,0,0,0,0,0,0,0,0,0,0,0
70.1,2354,190,0,0,0,0,2381.21,-68.03,0,0,0,0,0,0,0,0,0,0,0,0,0
70.2,2368,140,0,0,0,0,2378.57,-26.42,0,0,0,0,0,0,0,0,0,0,0,0,0
70.3,2370,20,0,0,0,0,2376.85,-17.14,0,0,0,0,0,0,0,0,0,0,0,0,0
70.4,2331,-390,0,0,0,0,2367.68,-91.71,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,2388,570,0,0,0,0,2371.75,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0
70.6,2377,-110,0,0,0,0,2372.8,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,2329,-480,0,0,0,0,2364.04,-87.6,0,0,0,0,0,0,0,0,0,0,0,0,0
70.8,2296,-330,0,0,0,0,2350.43,-136.08,0,0,0,0,0,0,0,0,0,0,0,0,0
70.9,2295,-10,0,0,0,0,2339.34,-110.86,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2298,30,0,0,0,0,2331.08,-82.69,0,0,0,0,0,0,0,0,0,0,0,0,0
71.1,2297,-10,0,0,0,0,2324.26,-68.15,0,0,0,0,0,0,0,0,0,0,0,0,0
71.2,2249,-480,0,0,0,0,2309.21,-150.52,0,0,0,0,0,0,0,0,0,0,0,0,0
71.3,2239,-100,0,0,0,0,2295.17,-140.42,0,0,0,0,0,0,0,0,0,0,0,0,0
71.4,2225,-140,0,0,0,0,2281.13,-140.33,0,0,0,0,0,0,0,0,0,0,0,0,0
71.5,2204,-210,0,0,0,0,2265.71,-154.27,0,0,0,0,0,0,0,0,0,0,0,0,0
71.6,2202,-20,0,0,0,0,2252.97,-127.41,0,0,0,0,0,0,0,0,0,0,0,0,0
71.7,2194,-80,0,0,0,0,2241.17,-117.93,0,0,0,0,0,0,0,0,0,0,0,0,0
71.8,2196,20,0,0,0,0,2232.14,-90.34,0,0,0,0,0,0,0,0,0,0,0,0,0
71.9,2142,-540,0,0,0,0,2214.11,-180.28,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2153,110,0,0,0,0,2201.89,-122.22,0,0,0,0,0,0,0,0,0,0,0,0,0
72.1,2168,150,0,0,0,0,2195.11,-67.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72.2,2176,80,0,0,0,0,2191.29,-38.22,0,0,0,0,0,0,0,0,0,0,0,0,0
72.3,2172,-40,0,0,0,0,2187.43,-38.58,0,0,0,0,0,0,0,0,0,0,0,0,0
72.4,2170,-20,0,0,0,0,2183.94,-34.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5,2110,-600,0,0,0,0,2169.16,-147.89,0,0,0,0,0,0,0,0,0,0,0,0,0
72.6,2093,-170,0,0,0,0,2153.92,-152.31,0,0,0,0,0,0,0,0,0,0,0,0,0
72.7,2091,-20,0,0,0,0,2141.34,-125.85,0,0,0,0,0,0,0,0,0,0,0,0,0
72.8,2096,50,0,0,0,0,2132.27,-90.68,0,0,0,0,0,0,0,0,0,0,0,0,0
